,image_path,image_id,point_num,point_id,point_coordinate,true_class,pred_class
1399,../data/input_images\20210908_053336_000_0682.jpg,2235708,5,85504897,"3984, 2280",CB,CB
1400,../data/input_images\20210908_054000_000_0058.jpg,2232301,1,85373888,"1328, 760",R,TA
1401,../data/input_images\20210908_054000_000_0058.jpg,2232301,2,85373893,"3984, 760",R,UNK
1402,../data/input_images\20210908_054000_000_0058.jpg,2232301,3,85373898,"2656, 1520",R,R
1403,../data/input_images\20210908_054000_000_0058.jpg,2232301,4,85373904,"1328, 2280",UNK,UNK
1404,../data/input_images\20210908_054000_000_0058.jpg,2232301,5,85373913,"3984, 2280",UNK,UNK
1405,../data/input_images\20210908_054046_000_0200.jpg,2232342,1,85399410,"1328, 760",UNK,UNK
1406,../data/input_images\20210908_054046_000_0200.jpg,2232342,2,85399419,"3984, 760",CT,SER
1407,../data/input_images\20210908_054046_000_0200.jpg,2232342,3,85399427,"2656, 1520",ACO,ACO
1408,../data/input_images\20210908_054046_000_0200.jpg,2232342,4,85399434,"1328, 2280",UNK,UNK
1409,../data/input_images\20210908_054046_000_0200.jpg,2232342,5,85399444,"3984, 2280",R,TA
1410,../data/input_images\20210908_054051_000_0218.jpg,2232303,2,85384937,"3984, 760",UNK,UNK
1411,../data/input_images\20210908_054051_000_0218.jpg,2232303,5,85384964,"3984, 2280",UNK,UNK
1412,../data/input_images\20210908_055049_000_1740.jpg,2232368,1,85392890,"1328, 760",UNK,UNK
1413,../data/input_images\20210908_055049_000_1740.jpg,2232368,2,85392907,"3984, 760",UNK,UNK
1414,../data/input_images\20210908_055049_000_1740.jpg,2232368,3,85392918,"2656, 1520",UNK,UNK
1415,../data/input_images\20210908_055049_000_1740.jpg,2232368,4,85392926,"1328, 2280",UNK,UNK
1416,../data/input_images\20210908_055049_000_1740.jpg,2232368,5,85392934,"3984, 2280",WA,WA
1417,../data/input_images\20210908_055121_000_1840.jpg,2232371,1,85405385,"1328, 760",ACB,ACB
1418,../data/input_images\20210908_055121_000_1840.jpg,2232371,2,85405392,"3984, 760",WA,WA
1419,../data/input_images\20210908_055121_000_1840.jpg,2232371,3,85405400,"2656, 1520",UNK,UNK
1420,../data/input_images\20210908_055121_000_1840.jpg,2232371,4,85405409,"1328, 2280",UNK,UNK
1421,../data/input_images\20210908_055121_000_1840.jpg,2232371,5,85405418,"3984, 2280",WA,WA
1422,../data/input_images\20210908_055150_000_1931.jpg,2232365,1,85392958,"1328, 760",ACB,ACB
1423,../data/input_images\20210908_055150_000_1931.jpg,2232365,2,85392967,"3984, 760",WA,WA
1424,../data/input_images\20210908_055150_000_1931.jpg,2232365,3,85392977,"2656, 1520",WA,WA
1425,../data/input_images\20210908_055150_000_1931.jpg,2232365,4,85392987,"1328, 2280",UNK,UNK
1426,../data/input_images\20210908_055150_000_1931.jpg,2232365,5,85392997,"3984, 2280",WA,WA
1427,../data/input_images\20210908_055328_000_2231.jpg,2232388,1,85399416,"1328, 760",R,ACB
1428,../data/input_images\20210908_055328_000_2231.jpg,2232388,2,85399425,"3984, 760",R,UNK
1429,../data/input_images\20210908_055328_000_2231.jpg,2232388,3,85399433,"2656, 1520",R,R
1430,../data/input_images\20210908_055328_000_2231.jpg,2232388,4,85399441,"1328, 2280",R,UNK
1431,../data/input_images\20210908_055328_000_2231.jpg,2232388,5,85399451,"3984, 2280",UNK,UNK
1432,../data/input_images\20210908_055348_000_2289.jpg,2232416,1,85383897,"1328, 760",CM,UNK
1433,../data/input_images\20210908_055348_000_2289.jpg,2232416,2,85383903,"3984, 760",R,R
1434,../data/input_images\20210908_055348_000_2289.jpg,2232416,3,85383912,"2656, 1520",R,R
1435,../data/input_images\20210908_055348_000_2289.jpg,2232416,4,85383921,"1328, 2280",UNK,UNK
1436,../data/input_images\20210908_055348_000_2289.jpg,2232416,5,85383940,"3984, 2280",R,UNK
1437,../data/input_images\20210908_055441_000_2439.jpg,2232422,1,85406904,"1328, 760",R,DC
1438,../data/input_images\20210908_055441_000_2439.jpg,2232422,2,85406913,"3984, 760",R,UNK
1439,../data/input_images\20210908_055441_000_2439.jpg,2232422,3,85406924,"2656, 1520",R,UNK
1440,../data/input_images\20210908_055441_000_2439.jpg,2232422,4,85406933,"1328, 2280",UNK,UNK
1441,../data/input_images\20210908_055441_000_2439.jpg,2232422,5,85406942,"3984, 2280",R,UNK
1442,../data/input_images\20210908_055447_000_2456.jpg,2232448,1,85380385,"1328, 760",UNK,TA
1443,../data/input_images\20210908_055447_000_2456.jpg,2232448,3,85380401,"2656, 1520",DC,ACB-B
1444,../data/input_images\20210908_055447_000_2456.jpg,2232448,4,85380409,"1328, 2280",TA,UNK
1445,../data/input_images\20210908_055452_000_2472.jpg,2232410,1,85386886,"1328, 760",UNK,UNK
1446,../data/input_images\20210908_055452_000_2472.jpg,2232410,2,85386890,"3984, 760",UNK,UNK
1447,../data/input_images\20210908_055452_000_2472.jpg,2232410,3,85386893,"2656, 1520",R,UNK
1448,../data/input_images\20210908_055452_000_2472.jpg,2232410,4,85386900,"1328, 2280",R,R
1449,../data/input_images\20210908_055452_000_2472.jpg,2232410,5,85386908,"3984, 2280",UNK,UNK
1450,../data/input_images\20210908_055712_000_2809.jpg,2232426,1,85378882,"1328, 760",WA,WA
1451,../data/input_images\20210908_055712_000_2809.jpg,2232426,2,85378884,"3984, 760",ACB,ACB
1452,../data/input_images\20210908_055712_000_2809.jpg,2232426,3,85378888,"2656, 1520",S,WA
1453,../data/input_images\20210908_055712_000_2809.jpg,2232426,4,85378893,"1328, 2280",WA,WA
1454,../data/input_images\20210908_055712_000_2809.jpg,2232426,5,85378900,"3984, 2280",UNK,UNK
1455,../data/input_images\20210908_060025_000_3300.jpg,2232466,1,85388470,"1328, 760",WA,WA
1456,../data/input_images\20210908_060025_000_3300.jpg,2232466,2,85388480,"3984, 760",UNK,UNK
1457,../data/input_images\20210908_060025_000_3300.jpg,2232466,3,85388490,"2656, 1520",UNK,UNK
1458,../data/input_images\20210908_060025_000_3300.jpg,2232466,4,85388499,"1328, 2280",WA,WA
1459,../data/input_images\20210908_060025_000_3300.jpg,2232466,5,85388508,"3984, 2280",ACB,ACB
1460,../data/input_images\20210908_060029_000_3312.jpg,2232465,1,85408886,"1328, 760",WA,WA
1461,../data/input_images\20210908_060029_000_3312.jpg,2232465,2,85408891,"3984, 760",UNK,UNK
1462,../data/input_images\20210908_060029_000_3312.jpg,2232465,3,85408898,"2656, 1520",UNK,UNK
1463,../data/input_images\20210908_060029_000_3312.jpg,2232465,4,85408907,"1328, 2280",WA,WA
1464,../data/input_images\20210908_060029_000_3312.jpg,2232465,5,85408915,"3984, 2280",CT,CT
1465,../data/input_images\20210908_060059_000_3363.jpg,2232456,1,85380387,"1328, 760",WA,WA
1466,../data/input_images\20210908_060059_000_3363.jpg,2232456,2,85380390,"3984, 760",UNK,UNK
1467,../data/input_images\20210908_060059_000_3363.jpg,2232456,3,85380399,"2656, 1520",UNK,UNK
1468,../data/input_images\20210908_060059_000_3363.jpg,2232456,4,85380408,"1328, 2280",WA,WA
1469,../data/input_images\20210908_060059_000_3363.jpg,2232456,5,85380415,"3984, 2280",UNK,UNK
1470,../data/input_images\20210908_060258_000_3481.jpg,2232467,1,85383883,"1328, 760",ACB,ACB
1471,../data/input_images\20210908_060258_000_3481.jpg,2232467,2,85383886,"3984, 760",WA,WA
1472,../data/input_images\20210908_060258_000_3481.jpg,2232467,3,85383907,"2656, 1520",UNK,UNK
1473,../data/input_images\20210908_060258_000_3481.jpg,2232467,4,85383916,"1328, 2280",UNK,UNK
1474,../data/input_images\20210908_060258_000_3481.jpg,2232467,5,85383924,"3984, 2280",WA,WA
1475,../data/input_images\20210908_060344_000_3603.jpg,2232513,1,85411882,"1328, 760",ACO,ACO-B
1476,../data/input_images\20210908_060344_000_3603.jpg,2232513,2,85411898,"3984, 760",WA,UNK
1477,../data/input_images\20210908_060344_000_3603.jpg,2232513,3,85411906,"2656, 1520",UNK,UNK
1478,../data/input_images\20210908_060344_000_3603.jpg,2232513,4,85411915,"1328, 2280",ACB,ACB
1479,../data/input_images\20210908_060344_000_3603.jpg,2232513,5,85411931,"3984, 2280",WA,WA
1480,../data/input_images\20210908_060420_000_3703.jpg,2232514,1,85386409,"1328, 760",ACO,ACO
1481,../data/input_images\20210908_060420_000_3703.jpg,2232514,2,85386418,"3984, 760",UNK,UNK
1482,../data/input_images\20210908_060420_000_3703.jpg,2232514,3,85386427,"2656, 1520",UNK,UNK
1483,../data/input_images\20210908_060420_000_3703.jpg,2232514,4,85386436,"1328, 2280",CT,UNK
1484,../data/input_images\20210908_060420_000_3703.jpg,2232514,5,85386445,"3984, 2280",WA,UNK
1485,../data/input_images\20210908_060517_000_3855.jpg,2232506,1,85386389,"1328, 760",CT,UNK
1486,../data/input_images\20210908_060517_000_3855.jpg,2232506,2,85386394,"3984, 760",ACT,UNK
1487,../data/input_images\20210908_060517_000_3855.jpg,2232506,3,85386398,"2656, 1520",R,UNK
1488,../data/input_images\20210908_060517_000_3855.jpg,2232506,4,85386401,"1328, 2280",R,R
1489,../data/input_images\20210908_060517_000_3855.jpg,2232506,5,85386425,"3984, 2280",UNK,UNK
1490,../data/input_images\20210908_060530_000_3889.jpg,2232518,1,85412893,"1328, 760",R,UNK
1491,../data/input_images\20210908_060530_000_3889.jpg,2232518,2,85412896,"3984, 760",UNK,UNK
1492,../data/input_images\20210908_060530_000_3889.jpg,2232518,3,85412903,"2656, 1520",UNK,UNK
1493,../data/input_images\20210908_060530_000_3889.jpg,2232518,4,85412912,"1328, 2280",UNK,UNK
1494,../data/input_images\20210908_060530_000_3889.jpg,2232518,5,85412920,"3984, 2280",WA,WA
1495,../data/input_images\20210908_060602_000_3973.jpg,2232494,1,85386385,"1328, 760",CE,ACO
1496,../data/input_images\20210908_060602_000_3973.jpg,2232494,2,85386388,"3984, 760",UNK,UNK
1497,../data/input_images\20210908_060602_000_3973.jpg,2232494,3,85386393,"2656, 1520",R,UNK
1498,../data/input_images\20210908_060602_000_3973.jpg,2232494,4,85386405,"1328, 2280",CT,TA
1499,../data/input_images\20210908_060602_000_3973.jpg,2232494,5,85386411,"3984, 2280",UNK,UNK
1500,../data/input_images\20210908_060616_000_4010.jpg,2232523,1,85388399,"1328, 760",S,S
1501,../data/input_images\20210908_060616_000_4010.jpg,2232523,2,85388409,"3984, 760",S,S
1502,../data/input_images\20210908_060616_000_4010.jpg,2232523,3,85388417,"2656, 1520",S,S
1503,../data/input_images\20210908_060616_000_4010.jpg,2232523,4,85388427,"1328, 2280",UNK,UNK
1504,../data/input_images\20210908_060616_000_4010.jpg,2232523,5,85388436,"3984, 2280",WA,WA
1505,../data/input_images\20210908_060623_000_4028.jpg,2232522,1,85386383,"1328, 760",R,UNK
1506,../data/input_images\20210908_060623_000_4028.jpg,2232522,2,85386386,"3984, 760",UNK,UNK
1507,../data/input_images\20210908_060623_000_4028.jpg,2232522,3,85386391,"2656, 1520",R,UNK
1508,../data/input_images\20210908_060623_000_4028.jpg,2232522,4,85386395,"1328, 2280",S,S
1509,../data/input_images\20210908_060623_000_4028.jpg,2232522,5,85386399,"3984, 2280",UNK,UNK
1510,../data/input_images\20210908_060646_000_4085.jpg,2232521,1,85409411,"1328, 760",R,S
1511,../data/input_images\20210908_060646_000_4085.jpg,2232521,2,85409420,"3984, 760",UNK,UNK
1512,../data/input_images\20210908_060646_000_4085.jpg,2232521,3,85409429,"2656, 1520",R,R
1513,../data/input_images\20210908_060646_000_4085.jpg,2232521,4,85409439,"1328, 2280",UNK,UNK
1514,../data/input_images\20210908_060646_000_4085.jpg,2232521,5,85409448,"3984, 2280",UNK,UNK
1515,../data/input_images\20210908_060657_000_4116.jpg,2232512,1,85388383,"1328, 760",ACO,ACT-B
1516,../data/input_images\20210908_060657_000_4116.jpg,2232512,2,85388386,"3984, 760",UNK,UNK
1517,../data/input_images\20210908_060657_000_4116.jpg,2232512,3,85388402,"2656, 1520",CB,CB
1518,../data/input_images\20210908_060657_000_4116.jpg,2232512,4,85388410,"1328, 2280",UNK,UNK
1519,../data/input_images\20210908_060657_000_4116.jpg,2232512,5,85388418,"3984, 2280",WA,WA
1520,../data/input_images\20210908_060731_000_4203.jpg,2232509,1,85388394,"1328, 760",CE,UNK
1521,../data/input_images\20210908_060731_000_4203.jpg,2232509,2,85388401,"3984, 760",UNK,UNK
1522,../data/input_images\20210908_060731_000_4203.jpg,2232509,3,85388408,"2656, 1520",UNK,UNK
1523,../data/input_images\20210908_060731_000_4203.jpg,2232509,4,85388424,"1328, 2280",TA,UNK
1524,../data/input_images\20210908_060731_000_4203.jpg,2232509,5,85388433,"3984, 2280",UNK,WA
1525,../data/input_images\20210908_220528_000_0196.jpg,2232535,1,85386416,"1328, 760",S,S
1526,../data/input_images\20210908_220528_000_0196.jpg,2232535,2,85386426,"3984, 760",S,S
1527,../data/input_images\20210908_220528_000_0196.jpg,2232535,3,85386437,"2656, 1520",UNK,UNK
1528,../data/input_images\20210908_220528_000_0196.jpg,2232535,4,85386448,"1328, 2280",UNK,UNK
1529,../data/input_images\20210908_220528_000_0196.jpg,2232535,5,85386456,"3984, 2280",UNK,UNK
1530,../data/input_images\20210908_220543_000_0245.jpg,2232569,1,85388893,"1328, 760",ACB,ACB
1531,../data/input_images\20210908_220543_000_0245.jpg,2232569,2,85388898,"3984, 760",S,S
1532,../data/input_images\20210908_220543_000_0245.jpg,2232569,3,85388912,"2656, 1520",S,S
1533,../data/input_images\20210908_220543_000_0245.jpg,2232569,4,85388917,"1328, 2280",S,S
1534,../data/input_images\20210908_220543_000_0245.jpg,2232569,5,85388926,"3984, 2280",S,S
1535,../data/input_images\20210908_220605_000_0322.jpg,2232576,1,85381890,"1328, 760",ACB,ACB
1536,../data/input_images\20210908_220605_000_0322.jpg,2232576,2,85381896,"3984, 760",S,S
1537,../data/input_images\20210908_220605_000_0322.jpg,2232576,3,85381905,"2656, 1520",UNK,UNK
1538,../data/input_images\20210908_220605_000_0322.jpg,2232576,4,85381914,"1328, 2280",UNK,CB
1539,../data/input_images\20210908_220605_000_0322.jpg,2232576,5,85381923,"3984, 2280",UNK,UNK
1540,../data/input_images\20210908_220659_000_0503.jpg,2232588,1,85416888,"1328, 760",TA,TA
1541,../data/input_images\20210908_220659_000_0503.jpg,2232588,2,85416897,"3984, 760",ACB,ACB
1542,../data/input_images\20210908_220659_000_0503.jpg,2232588,3,85416906,"2656, 1520",ACB,ACB
1543,../data/input_images\20210908_220659_000_0503.jpg,2232588,4,85416910,"1328, 2280",CE,CE
1544,../data/input_images\20210908_220659_000_0503.jpg,2232588,5,85416919,"3984, 2280",UNK,UNK
1545,../data/input_images\20210908_220713_000_0551.jpg,2232537,1,85412895,"1328, 760",TA,TA
1546,../data/input_images\20210908_220713_000_0551.jpg,2232537,2,85412907,"3984, 760",CB,CB
1547,../data/input_images\20210908_220713_000_0551.jpg,2232537,3,85412916,"2656, 1520",CT,TA
1548,../data/input_images\20210908_220713_000_0551.jpg,2232537,4,85412931,"1328, 2280",UNK-R,TA
1549,../data/input_images\20210908_220713_000_0551.jpg,2232537,5,85412941,"3984, 2280",UNK,UNK
1550,../data/input_images\20210908_220810_000_0748.jpg,2232578,1,85393890,"1328, 760",UNK,UNK
1551,../data/input_images\20210908_220810_000_0748.jpg,2232578,2,85393895,"3984, 760",S,S
1552,../data/input_images\20210908_220810_000_0748.jpg,2232578,3,85393906,"2656, 1520",S,S
1553,../data/input_images\20210908_220810_000_0748.jpg,2232578,4,85393915,"1328, 2280",S,ACB
1554,../data/input_images\20210908_220810_000_0748.jpg,2232578,5,85393923,"3984, 2280",S,S
1555,../data/input_images\20210908_220822_000_0791.jpg,2232584,1,85413895,"1328, 760",R,ACB
1556,../data/input_images\20210908_220822_000_0791.jpg,2232584,2,85413903,"3984, 760",ACB,ACB
1557,../data/input_images\20210908_220822_000_0791.jpg,2232584,3,85413907,"2656, 1520",ACB,ACB
1558,../data/input_images\20210908_220822_000_0791.jpg,2232584,4,85413916,"1328, 2280",S,S
1559,../data/input_images\20210908_220822_000_0791.jpg,2232584,5,85413925,"3984, 2280",S,S
1560,../data/input_images\20210908_220839_000_0848.jpg,2232550,1,85393900,"1328, 760",ACB,R
1561,../data/input_images\20210908_220839_000_0848.jpg,2232550,2,85393902,"3984, 760",S,R
1562,../data/input_images\20210908_220839_000_0848.jpg,2232550,3,85393911,"2656, 1520",UNK,R
1563,../data/input_images\20210908_220839_000_0848.jpg,2232550,4,85393919,"1328, 2280",S,S
1564,../data/input_images\20210908_220839_000_0848.jpg,2232550,5,85393927,"3984, 2280",TA,TA
1565,../data/input_images\20210908_220842_000_0861.jpg,2232592,1,85393886,"1328, 760",ACB,ACB
1566,../data/input_images\20210908_220842_000_0861.jpg,2232592,2,85393889,"3984, 760",S,ACB
1567,../data/input_images\20210908_220842_000_0861.jpg,2232592,3,85393893,"2656, 1520",ACB,ACB
1568,../data/input_images\20210908_220842_000_0861.jpg,2232592,4,85393907,"1328, 2280",ACB,ACB
1569,../data/input_images\20210908_220842_000_0861.jpg,2232592,5,85393916,"3984, 2280",S,S
1570,../data/input_images\20210908_220852_000_0893.jpg,2232593,1,85415404,"1328, 760",R,TA
1571,../data/input_images\20210908_220852_000_0893.jpg,2232593,2,85415413,"3984, 760",UNK,UNK
1572,../data/input_images\20210908_220852_000_0893.jpg,2232593,3,85415423,"2656, 1520",S,S
1573,../data/input_images\20210908_220852_000_0893.jpg,2232593,4,85415433,"1328, 2280",S,S
1574,../data/input_images\20210908_220852_000_0893.jpg,2232593,5,85415438,"3984, 2280",UNK,TA
1575,../data/input_images\20210908_220901_000_0924.jpg,2232612,1,85389399,"1328, 760",S,S
1576,../data/input_images\20210908_220901_000_0924.jpg,2232612,2,85389406,"3984, 760",TA,TA
1577,../data/input_images\20210908_220901_000_0924.jpg,2232612,3,85389416,"2656, 1520",CB,CB
1578,../data/input_images\20210908_220901_000_0924.jpg,2232612,4,85389424,"1328, 2280",ACB,ACB
1579,../data/input_images\20210908_220901_000_0924.jpg,2232612,5,85389433,"3984, 2280",S,S
1580,../data/input_images\20210908_221019_000_1190.jpg,2232607,1,85396921,"1328, 760",ACB,ACB
1581,../data/input_images\20210908_221019_000_1190.jpg,2232607,2,85396930,"3984, 760",S,S
1582,../data/input_images\20210908_221019_000_1190.jpg,2232607,3,85396939,"2656, 1520",S,ACB
1583,../data/input_images\20210908_221019_000_1190.jpg,2232607,4,85396948,"1328, 2280",TA,CM
1584,../data/input_images\20210908_221019_000_1190.jpg,2232607,5,85396958,"3984, 2280",ACB,ACB
1585,../data/input_images\20210908_221035_000_1243.jpg,2232618,1,85396884,"1328, 760",ACX,ACB
1586,../data/input_images\20210908_221035_000_1243.jpg,2232618,2,85396886,"3984, 760",S,S
1587,../data/input_images\20210908_221035_000_1243.jpg,2232618,3,85396892,"2656, 1520",ACX,ACX
1588,../data/input_images\20210908_221035_000_1243.jpg,2232618,4,85396895,"1328, 2280",ACO,CB
1589,../data/input_images\20210908_221035_000_1243.jpg,2232618,5,85396902,"3984, 2280",S,S
1590,../data/input_images\20210908_221114_000_1367.jpg,2232662,1,85416891,"1328, 760",ACT,ACT
1591,../data/input_images\20210908_221114_000_1367.jpg,2232662,2,85416899,"3984, 760",ACB,ACB
1592,../data/input_images\20210908_221114_000_1367.jpg,2232662,3,85416909,"2656, 1520",ACB,CT-B
1593,../data/input_images\20210908_221114_000_1367.jpg,2232662,4,85416917,"1328, 2280",ACT,UNK-R
1594,../data/input_images\20210908_221114_000_1367.jpg,2232662,5,85416927,"3984, 2280",ACB,CE-B
1595,../data/input_images\20210908_221117_000_1378.jpg,2232604,1,85415389,"1328, 760",CS,CM
1596,../data/input_images\20210908_221117_000_1378.jpg,2232604,2,85415396,"3984, 760",ACB,ACB
1597,../data/input_images\20210908_221117_000_1378.jpg,2232604,3,85415406,"2656, 1520",ACO,ACB
1598,../data/input_images\20210908_221117_000_1378.jpg,2232604,4,85415415,"1328, 2280",ACB,CT
1599,../data/input_images\20210908_221117_000_1378.jpg,2232604,5,85415424,"3984, 2280",UNK-R,UNK
1600,../data/input_images\20210908_221133_000_1429.jpg,2232632,2,85382895,"3984, 760",ACT,R
1601,../data/input_images\20210908_221133_000_1429.jpg,2232632,4,85382911,"1328, 2280",ACB,ACB
1602,../data/input_images\20210908_221714_000_2214.jpg,2232642,1,85400396,"1328, 760",UNK,UNK
1603,../data/input_images\20210908_221714_000_2214.jpg,2232642,2,85400402,"3984, 760",ACB,ACB
1604,../data/input_images\20210908_221714_000_2214.jpg,2232642,3,85400410,"2656, 1520",ACB,CB
1605,../data/input_images\20210908_221714_000_2214.jpg,2232642,4,85400419,"1328, 2280",ACB,ACB
1606,../data/input_images\20210908_221714_000_2214.jpg,2232642,5,85400428,"3984, 2280",ACB,ACB
1607,../data/input_images\20210908_221801_000_2352.jpg,2232648,1,85410397,"1328, 760",ACB,ACB
1608,../data/input_images\20210908_221801_000_2352.jpg,2232648,2,85410406,"3984, 760",ACB,ACB
1609,../data/input_images\20210908_221801_000_2352.jpg,2232648,3,85410414,"2656, 1520",ACB,ACB
1610,../data/input_images\20210908_221801_000_2352.jpg,2232648,4,85410423,"1328, 2280",ACB,ACB
1611,../data/input_images\20210908_221801_000_2352.jpg,2232648,5,85410432,"3984, 2280",ACB,ACB
1612,../data/input_images\20210908_221826_000_2427.jpg,2232700,1,85419387,"1328, 760",ACB,ACB
1613,../data/input_images\20210908_221826_000_2427.jpg,2232700,2,85419391,"3984, 760",ACB,ACB
1614,../data/input_images\20210908_221826_000_2427.jpg,2232700,3,85419395,"2656, 1520",ACB,ACB
1615,../data/input_images\20210908_221826_000_2427.jpg,2232700,4,85419401,"1328, 2280",ACB,ACB
1616,../data/input_images\20210908_221826_000_2427.jpg,2232700,5,85419409,"3984, 2280",ACB,ACB
1617,../data/input_images\20210908_221834_000_2450.jpg,2232704,1,85404899,"1328, 760",ACB,ACB
1618,../data/input_images\20210908_221834_000_2450.jpg,2232704,2,85404906,"3984, 760",ACB,ACB
1619,../data/input_images\20210908_221834_000_2450.jpg,2232704,3,85404914,"2656, 1520",ACB,ACB
1620,../data/input_images\20210908_221834_000_2450.jpg,2232704,4,85404932,"1328, 2280",UNK,UNK
1621,../data/input_images\20210908_221834_000_2450.jpg,2232704,5,85404940,"3984, 2280",ACB,ACB
1622,../data/input_images\20210908_221911_000_2560.jpg,2232668,1,85398389,"1328, 760",ACB,UNK
1623,../data/input_images\20210908_221911_000_2560.jpg,2232668,2,85398393,"3984, 760",ACB,ACB
1624,../data/input_images\20210908_221911_000_2560.jpg,2232668,3,85398397,"2656, 1520",ACB,ACB
1625,../data/input_images\20210908_221911_000_2560.jpg,2232668,4,85398405,"1328, 2280",ACB,ACB
1626,../data/input_images\20210908_221911_000_2560.jpg,2232668,5,85398412,"3984, 2280",ACB,ACB
1627,../data/input_images\20210908_222029_000_2793.jpg,2232664,1,85385388,"1328, 760",ACT,S
1628,../data/input_images\20210908_222029_000_2793.jpg,2232664,2,85385396,"3984, 760",ACB,ACB
1629,../data/input_images\20210908_222029_000_2793.jpg,2232664,3,85385406,"2656, 1520",ACT,WA
1630,../data/input_images\20210908_222029_000_2793.jpg,2232664,4,85385416,"1328, 2280",UNK,WA
1631,../data/input_images\20210908_222029_000_2793.jpg,2232664,5,85385426,"3984, 2280",CE,UNK
1632,../data/input_images\20210908_222119_000_2942.jpg,2232696,1,85404887,"1328, 760",UNK,TA
1633,../data/input_images\20210908_222119_000_2942.jpg,2232696,2,85404890,"3984, 760",ACO,CM
1634,../data/input_images\20210908_222119_000_2942.jpg,2232696,3,85404895,"2656, 1520",UNK,CE
1635,../data/input_images\20210908_222119_000_2942.jpg,2232696,4,85404897,"1328, 2280",ACB,ACB
1636,../data/input_images\20210908_222119_000_2942.jpg,2232696,5,85404904,"3984, 2280",ACT,ACT
1637,../data/input_images\20210908_222127_000_2965.jpg,2232677,1,85424383,"1328, 760",ACB,ACB
1638,../data/input_images\20210908_222127_000_2965.jpg,2232677,2,85424388,"3984, 760",ACB,ACB
1639,../data/input_images\20210908_222127_000_2965.jpg,2232677,3,85424392,"2656, 1520",ACO,ACO-B
1640,../data/input_images\20210908_222127_000_2965.jpg,2232677,4,85424401,"1328, 2280",ACB,R
1641,../data/input_images\20210908_222127_000_2965.jpg,2232677,5,85424416,"3984, 2280",ACB,ACB
1642,../data/input_images\20210908_222143_000_3010.jpg,2232714,1,85418882,"1328, 760",ACB,UNK
1643,../data/input_images\20210908_222143_000_3010.jpg,2232714,2,85418886,"3984, 760",ACB,ACB
1644,../data/input_images\20210908_222143_000_3010.jpg,2232714,3,85418889,"2656, 1520",ACB,R
1645,../data/input_images\20210908_222143_000_3010.jpg,2232714,4,85418896,"1328, 2280",R,R
1646,../data/input_images\20210908_222143_000_3010.jpg,2232714,5,85418901,"3984, 2280",ACB,ACB
1647,../data/input_images\20210908_222507_000_3638.jpg,2232760,1,85424885,"1328, 760",S,S
1648,../data/input_images\20210908_222507_000_3638.jpg,2232760,2,85424888,"3984, 760",ACB,R
1649,../data/input_images\20210908_222507_000_3638.jpg,2232760,3,85424892,"2656, 1520",S,S
1650,../data/input_images\20210908_222507_000_3638.jpg,2232760,4,85424897,"1328, 2280",S,S
1651,../data/input_images\20210908_222507_000_3638.jpg,2232760,5,85424903,"3984, 2280",S,S
1652,../data/input_images\20210908_222607_000_3845.jpg,2232745,1,85404888,"1328, 760",R,S
1653,../data/input_images\20210908_222607_000_3845.jpg,2232745,3,85404907,"2656, 1520",S,S
1654,../data/input_images\20210908_222607_000_3845.jpg,2232745,5,85404924,"3984, 2280",S,S
1655,../data/input_images\20210908_223509_000_5064.jpg,2232836,1,85429394,"1328, 760",CE,CE
1656,../data/input_images\20210908_223509_000_5064.jpg,2232836,2,85429403,"3984, 760",ACT,CT
1657,../data/input_images\20210908_223509_000_5064.jpg,2232836,3,85429412,"2656, 1520",ACB,ACB
1658,../data/input_images\20210908_223509_000_5064.jpg,2232836,4,85429421,"1328, 2280",CE,CT
1659,../data/input_images\20210908_223509_000_5064.jpg,2232836,5,85429427,"3984, 2280",WA,UNK
1660,../data/input_images\20210908_223613_000_5239.jpg,2232820,1,85448382,"1328, 760",ACB,TA
1661,../data/input_images\20210908_223613_000_5239.jpg,2232820,2,85448388,"3984, 760",UNK,UNK
1662,../data/input_images\20210908_223613_000_5239.jpg,2232820,3,85448391,"2656, 1520",UNK,UNK
1663,../data/input_images\20210908_223613_000_5239.jpg,2232820,4,85448399,"1328, 2280",WA,WA
1664,../data/input_images\20210908_223613_000_5239.jpg,2232820,5,85448404,"3984, 2280",WA,WA
1665,../data/input_images\20210908_223621_000_5259.jpg,2232830,1,85389911,"1328, 760",UNK,UNK
1666,../data/input_images\20210908_223621_000_5259.jpg,2232830,2,85389920,"3984, 760",UNK,UNK
1667,../data/input_images\20210908_223621_000_5259.jpg,2232830,3,85389927,"2656, 1520",UNK,UNK
1668,../data/input_images\20210908_223621_000_5259.jpg,2232830,4,85389936,"1328, 2280",UNK,UNK
1669,../data/input_images\20210908_223621_000_5259.jpg,2232830,5,85389945,"3984, 2280",UNK,S
1670,../data/input_images\20210908_223628_000_5278.jpg,2232832,1,85429426,"1328, 760",ACB,ACB
1671,../data/input_images\20210908_223628_000_5278.jpg,2232832,2,85429444,"3984, 760",WA,UNK
1672,../data/input_images\20210908_223628_000_5278.jpg,2232832,3,85429453,"2656, 1520",UNK,UNK
1673,../data/input_images\20210908_223628_000_5278.jpg,2232832,4,85429462,"1328, 2280",UNK,UNK
1674,../data/input_images\20210908_223628_000_5278.jpg,2232832,5,85429474,"3984, 2280",WA,WA
1675,../data/input_images\20210908_223639_000_5308.jpg,2232861,1,85405886,"1328, 760",TA,TA
